charEsquerda: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,5,5,5,5,5,5,5,199,199,199,199,199,
199,199,199,5,5,5,5,5,5,5,5,5,199,199,199,199,
199,199,199,199,199,199,199,199,199,5,5,4,199,199,199,199,
199,199,255,255,176,176,176,176,168,199,5,4,199,5,5,199,
199,199,176,176,176,176,176,176,168,199,5,4,199,5,4,199,
199,199,168,168,168,168,168,168,168,199,5,4,199,5,4,199,
199,199,199,199,199,199,199,199,199,5,5,4,199,4,4,199,
199,199,199,5,5,5,5,5,5,5,4,4,199,4,4,199,
199,199,199,5,5,5,5,5,5,5,4,4,199,4,4,199,
199,199,199,4,5,5,5,5,5,4,4,4,199,4,4,199,
199,199,199,4,4,4,4,4,4,4,4,4,199,4,4,199,
199,199,199,4,4,199,199,199,199,4,4,4,199,199,199,199,
199,199,199,4,4,4,199,199,199,4,4,4,199,199,199,199,
199,199,199,4,4,4,199,199,199,4,4,4,199,199,199,199,
199,199,199,4,4,4,199,199,199,4,4,4,199,199,199,199,


